doc_id,model,bin,draw_reason,ngram,aligned_p,cer_lenient,tier,script_bucket,failure_mode,judged,judged_halluc_severe,judged_halluc_any,judged_canonical,overall_quality,image_url
Cambridge_CUL_T_S_16_128,qwen3_vl_8b_heb_v17_step800,"[0.05,0.10)",bin_quota,0.06,0.4985,0.4899,A,judaeo_arabic,hallucinated,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3417_image.jpg
Cambridge_CUL_T_S_8J33_7,qwen3_vl_8b_heb_v17_step800,"[0.05,0.10)",canonical_completion,0.0666,0.5736,0.5727,B,judaeo_arabic,hallucinated,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3792_image.jpg
New_York_JTS_ENA_NS_45_31,qwen3_vl_8b_heb_v17_step800,"[0.05,0.10)",bin_quota,0.0704,0.701,0.9294,B,judaeo_arabic,hallucinated,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/832_image.jpg
Oxford_Bodleian_MS_heb_d_79_36,qwen3_vl_8b_heb_v17_step800,"[0.05,0.10)",bin_quota,0.0913,0.0153,10.518,B,judaeo_arabic,hallucinated,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/2577_image.jpg
Cambridge_CUL_T_S_13J20_17,vision_ocr_seg,"[0.05,0.10)",bin_quota,0.0735,0.7571,0.8598,B,judaeo_arabic,hallucinated,True,False,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/1019_image.jpg
Cambridge_CUL_T_S_13J8_6,claude_opus_4_8,"[0.10,0.20)",bin_quota,0.158,0.3396,1.3721,A,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/1227_image.jpg
Cambridge_CUL_T_S_20_110,claude_opus_4_8,"[0.10,0.20)",bin_quota,0.1215,0.4345,0.801,A,judaeo_arabic,substantive,True,False,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/1774_image.jpg
Cambridge_CUL_T_S_12_146,claude_sonnet_5,"[0.10,0.20)",bin_quota,0.1245,0.7225,0.4867,B,hebrew,substantive,True,False,False,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/1617_image.jpg
Cambridge_CUL_T_S_20_28,claude_sonnet_5,"[0.10,0.20)",bin_quota,0.1334,0.6686,0.6693,B,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3551_image.jpg
Cambridge_CUL_T_S_6J6_11,claude_sonnet_5,"[0.10,0.20)",bin_quota,0.1587,0.7567,0.3522,B,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/29142_image.jpg
Cambridge_Mosseri_VII_67_2,claude_sonnet_5,"[0.10,0.20)",bin_quota,0.1543,0.295,1.6409,A,untagged,substantive,True,False,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/2745_image.jpg
Cambridge_CUL_T_S_10J4_10,gemini_flash,"[0.10,0.20)",bin_quota,0.115,0.4501,0.5519,A,judaeo_arabic,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/7845_image.jpg
Cambridge_CUL_T_S_10J7_3,gemini_flash,"[0.10,0.20)",bin_quota,0.1499,0.6809,0.6456,B,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3055_image.jpg
Cambridge_CUL_T_S_13J21_33,gemini_flash,"[0.10,0.20)",bin_quota,0.1826,0.1455,0.7476,B,judaeo_arabic,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/3341_image.jpg
Cambridge_CUL_T_S_13J23_12,gemini_flash,"[0.10,0.20)",bin_quota,0.1674,0.6759,0.4535,B,hebrew,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/1062_image.jpg
Cambridge_CUL_T_S_16_281,gemini_flash,"[0.10,0.20)",bin_quota,0.1601,0.7697,0.7303,B,judaeo_arabic,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/3485_image.jpg
Cambridge_CUL_T_S_20_110,gemini_flash,"[0.10,0.20)",bin_quota,0.1837,0.5495,0.4923,A,judaeo_arabic,substantive,True,True,True,True,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/1774_image.jpg
Cambridge_CUL_T_S_20_28,gemini_flash,"[0.10,0.20)",bin_quota,0.1265,0.2682,0.6397,B,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3551_image.jpg
Cambridge_CUL_T_S_16_170,gemini_pro,"[0.10,0.20)",bin_quota,0.1846,0.445,0.7305,A,judaeo_arabic,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/3430_image.jpg
Oxford_Bodleian_MS_heb_d_66_32,gemini_pro,"[0.10,0.20)",bin_quota,0.1065,0.4464,0.6513,A,untagged,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/2543_image.jpg
Oxford_Bodleian_MS_heb_f_108_63,gemini_pro,"[0.10,0.20)",bin_quota,0.1682,0.7362,0.5938,B,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/19581_image.jpg
Cambridge_CUL_T_S_12_111,gpt_5_6_sol,"[0.10,0.20)",bin_quota,0.1,0.931,0.9185,B,judaeo_arabic,substantive,True,False,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/29116_image.jpg
Cambridge_Mosseri_VII_67_2,gpt_5_6_sol,"[0.10,0.20)",canonical_completion,0.1494,0.3972,0.6264,A,untagged,substantive,True,True,True,True,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/2745_image.jpg
Cambridge_CUL_T_S_8J6_21,kraken_raw,"[0.10,0.20)",bin_quota,0.1258,0.4922,0.6777,B,aramaic,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/16220_image.jpg
Manchester_JRL_L_18,kraken_raw,"[0.10,0.20)",bin_quota,0.1977,0.658,0.462,B,hebrew,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/30226_image.jpg
Cambridge_CUL_T_S_12_111,qwen3_vl_8b_heb_v16_step1100,"[0.10,0.20)",bin_quota,0.1112,0.0034,17.6119,B,judaeo_arabic,loop_collapse,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/29116_image.jpg
New_York_JTS_ENA_4007_6,qwen3_vl_8b_heb_v16_step1100,"[0.10,0.20)",bin_quota,0.141,0.712,0.4136,B,hebrew,substantive,True,False,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/751_image.jpg
New_York_JTS_ENA_NS_50_32,qwen3_vl_8b_heb_v16_step1100,"[0.10,0.20)",bin_quota,0.162,0.7041,0.3712,A,hebrew,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/11585_image.jpg
Cambridge_CUL_T_S_10J5_19,qwen3_vl_8b_heb_v17_step800,"[0.10,0.20)",bin_quota,0.1014,0.5368,0.511,A,judaeo_arabic,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/3027_image.jpg
Cambridge_CUL_T_S_13J26_14,qwen3_vl_8b_heb_v17_step800,"[0.10,0.20)",bin_quota,0.1551,0.6727,0.3973,A,untagged,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/3380_image.jpg
Cambridge_CUL_T_S_13J2_6,qwen3_vl_8b_heb_v17_step800,"[0.10,0.20)",bin_quota,0.14,0.6354,0.6685,B,judaeo_arabic,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/7960_image.jpg
Cambridge_CUL_T_S_13J2_9,qwen3_vl_8b_heb_v17_step800,"[0.10,0.20)",bin_quota,0.1015,0.5817,0.4916,B,judaeo_arabic,substantive,True,False,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/7961_image.jpg
Cambridge_CUL_T_S_16_232,qwen3_vl_8b_heb_v17_step800,"[0.10,0.20)",bin_quota,0.1275,0.5121,0.55,B,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3460_image.jpg
Cambridge_CUL_T_S_20_28,qwen3_vl_8b_heb_v17_step800,"[0.10,0.20)",bin_quota,0.1066,0.003,7.8685,B,judaeo_arabic,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/3551_image.jpg
Cambridge_CUL_T_S_Ar_18_49,qwen3_vl_8b_heb_v17_step800,"[0.10,0.20)",bin_quota,0.1128,0.5536,0.501,B,untagged,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/9283_image.jpg
Cambridge_CUL_T_S_13J8_2,vision_ocr_seg,"[0.10,0.20)",bin_quota,0.1882,0.7996,0.7286,A,hebrew,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/1213_image.jpg
Cambridge_CUL_T_S_8_143,claude_opus_4_8,"[0.20,0.35)",bin_quota,0.2141,0.7001,0.3943,A,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/1831_image.jpg
Cambridge_CUL_T_S_13J26_15,claude_sonnet_5,"[0.20,0.35)",bin_quota,0.332,0.7773,0.2753,A,hebrew,substantive,True,False,False,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3381_image.jpg
Cambridge_CUL_T_S_8J24_6,claude_sonnet_5,"[0.20,0.35)",bin_quota,0.2268,0.8248,0.3056,A,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3713_image.jpg
Cambridge_CUL_T_S_13J26_14,gemini_flash,"[0.20,0.35)",canonical_completion,0.3028,0.7743,0.4398,A,untagged,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3380_image.jpg
Cambridge_CUL_T_S_16_110,gemini_flash,"[0.20,0.35)",canonical_completion,0.3333,0.6872,0.8946,B,untagged,substantive,True,True,True,True,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/7399_image.jpg
Cambridge_CUL_T_S_8J24_6,gemini_flash,"[0.20,0.35)",bin_quota,0.2394,0.7966,0.2855,A,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3713_image.jpg
Cambridge_CUL_T_S_8J33_7,gemini_flash,"[0.20,0.35)",bin_quota,0.2353,0.7014,0.6975,B,judaeo_arabic,substantive,True,True,True,True,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/3792_image.jpg
Cambridge_CUL_T_S_8_137,gemini_flash,"[0.20,0.35)",canonical_completion,0.3086,0.7613,0.3871,B,judaeo_arabic,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3654_image.jpg
Cambridge_Mosseri_VII_67_2,gemini_flash,"[0.20,0.35)",canonical_completion,0.2721,0.7452,0.3462,A,untagged,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/2745_image.jpg
Cambridge_CUL_T_S_12_111,gemini_pro,"[0.20,0.35)",bin_quota,0.2293,0.6,0.4607,B,judaeo_arabic,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/29116_image.jpg
Cambridge_CUL_T_S_8J24_6,gemini_pro,"[0.20,0.35)",canonical_completion,0.3103,0.7141,0.3472,A,judaeo_arabic,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3713_image.jpg
Cambridge_Mosseri_VII_67_2,gemini_pro,"[0.20,0.35)",canonical_completion,0.3105,0.7469,0.3317,A,untagged,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/2745_image.jpg
Oxford_Bodleian_MS_heb_b_11_7,gemini_pro,"[0.20,0.35)",bin_quota,0.3012,0.4293,0.8967,A,judaeo_arabic,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/519_image.jpg
Cambridge_CUL_T_S_10J13_11,gpt_5_6_sol,"[0.20,0.35)",canonical_completion,0.2651,0.8056,0.8876,A,judaeo_arabic,substantive,True,True,True,True,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/1501_image.jpg
Cambridge_CUL_T_S_13J17_9,gpt_5_6_sol,"[0.20,0.35)",canonical_completion,0.2835,0.7282,0.6262,B,hebrew,substantive,True,True,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3269_image.jpg
Cambridge_CUL_T_S_18J1_14,gpt_5_6_sol,"[0.20,0.35)",canonical_completion,0.2368,0.82,0.939,A,untagged,substantive,True,False,False,True,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/3501_image.jpg
Cambridge_CUL_T_S_18J1_8,gpt_5_6_sol,"[0.20,0.35)",bin_quota,0.247,0.6167,0.646,B,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/5920_image.jpg
Cambridge_CUL_T_S_8_137,gpt_5_6_sol,"[0.20,0.35)",bin_quota,0.2277,0.6357,0.8485,B,judaeo_arabic,substantive,True,True,True,True,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/3654_image.jpg
Cambridge_CUL_T_S_Misc_35_11,gpt_5_6_sol,"[0.20,0.35)",bin_quota,0.2157,0.7813,0.4284,A,hebrew,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/1357_image.jpg
Oxford_Bodleian_MS_heb_d_66_22,gpt_5_6_sol,"[0.20,0.35)",canonical_completion,0.32,0.7861,0.7459,B,aramaic,substantive,True,False,True,True,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/2540_image.jpg
Cambridge_CUL_T_S_10J5_4,kraken_raw,"[0.20,0.35)",bin_quota,0.239,0.5059,0.6797,B,judaeo_arabic,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/3032_image.jpg
Cambridge_CUL_T_S_12_111,kraken_raw,"[0.20,0.35)",bin_quota,0.3021,0.784,0.6385,B,judaeo_arabic,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/29116_image.jpg
Cambridge_CUL_T_S_AS_147_38,kraken_raw,"[0.20,0.35)",bin_quota,0.3121,0.7235,0.4148,A,judaeo_arabic,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/4142_image.jpg
Cambridge_CUL_T_S_AS_149_4,kraken_raw,"[0.20,0.35)",bin_quota,0.2614,0.757,0.4731,B,judaeo_arabic,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/4175_image.jpg
New_York_JTS_ENA_2557_1,kraken_raw,"[0.20,0.35)",bin_quota,0.2822,0.7765,0.3396,B,judaeo_arabic,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/657_image.jpg
Oxford_Bodleian_MS_heb_a_3_32,kraken_raw,"[0.20,0.35)",bin_quota,0.3086,0.5527,0.6798,B,untagged,substantive,False,False,False,False,,https://storage.googleapis.com/cairo-genizah-es-json/images/504_image.jpg
Cambridge_CUL_T_S_12_111,kraken_seg,"[0.20,0.35)",bin_quota,0.309,0.5157,0.6904,B,judaeo_arabic,substantive,True,False,False,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/29116_image.jpg
Cambridge_CUL_T_S_Misc_8_103,kraken_seg,"[0.20,0.35)",bin_quota,0.2412,0.3499,0.686,B,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/4219_image.jpg
New_York_JTS_ENA_NS_39_9,kraken_seg,"[0.20,0.35)",bin_quota,0.2966,0.6649,0.6248,B,judaeo_arabic,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/11151_image.jpg
Oxford_Bodleian_MS_heb_d_79_36,kraken_seg,"[0.20,0.35)",bin_quota,0.2171,0.6009,0.7593,B,judaeo_arabic,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/2577_image.jpg
Cambridge_CUL_T_S_13J23_7,qwen3_vl_8b_heb_v16_step1100,"[0.20,0.35)",bin_quota,0.2416,0.6937,0.4193,A,hebrew,substantive,True,False,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/3355_image.jpg
Oxford_Bodleian_MS_heb_b_11_28,qwen3_vl_8b_heb_v16_step1100,"[0.20,0.35)",bin_quota,0.2209,0.788,0.322,A,hebrew,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/515_image.jpg
Cambridge_CUL_T_S_13J8_6,qwen3_vl_8b_heb_v17_step800,"[0.20,0.35)",bin_quota,0.2981,0.7814,0.2926,A,judaeo_arabic,substantive,True,True,True,False,unusable,https://storage.googleapis.com/cairo-genizah-es-json/images/1227_image.jpg
Cambridge_CUL_T_S_16_307,qwen3_vl_8b_heb_v17_step800,"[0.20,0.35)",bin_quota,0.2802,0.6155,0.379,A,judaeo_arabic,substantive,True,True,True,False,poor,https://storage.googleapis.com/cairo-genizah-es-json/images/7479_image.jpg
